name,group,id,22:6 n-3 (DHA) (g),22:0 (g),14:1 (g),16:1 undifferentiated (g),18:4 (g),20:1 (g),20:5 n-3 (EPA) (g),22:1 undifferentiated (g),22:5 n-3 (DPA) (g),Phytosterols (mg),Stigmasterol (mg),Campesterol (mg),Beta-sitosterol (mg),"Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)",15:0 (g),17:0 (g),24:0 (g),16:1 t (g),18:1 t (g),22:1 t (g),18:2 t not further defined (g),18:2 i (g),"18:2 t,t (g)",18:2 CLAs (g),24:1 c (g),"20:2 n-6 c,c (g)",16:1 c (g),18:1 c (g),"18:2 n-6 c,c (g)",22:1 c (g),"18:3 n-6 c,c,c (g)",17:1 (g),20:3 undifferentiated (g),"Fatty acids, total trans-monoenoic (g)","Fatty acids, total trans-polyenoic (g)",13:0 (g),15:1 (g),"18:3 n-3 c,c,c (ALA) (g)",20:3 n-3 (g),20:3 n-6 (g),20:4 n-6 (g),18:3i (g),21:5 (g),22:4 (g),18:1-11t (18:1t n-7) (g)
"Snacks, potato chips, plain, made with partially hydrogenated soybean oil, salted",2500,19809,,,,,,0.07,,,,,,,,18,9.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, potato chips, plain, made with partially hydrogenated soybean oil, unsalted",2500,19810,,,,,,0.07,,,,,,,,18,9.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, potato chips, plain, unsalted",2500,19811,,,,0.18,,0.15,,,,,,,,9.84,12.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, pretzels, hard, plain, made with unenriched flour, salted",2500,19812,,,,0.02,,,,,,,,,,1.36,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, pretzels, hard, plain, made with unenriched flour, unsalted",2500,19813,,,,0.02,,,,,,,,,,1.36,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, pretzels, hard, plain, made with enriched flour, unsalted",2500,19814,,,,0.02,,,,,,,,,,1.36,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, rice cakes, brown rice, plain, unsalted",2500,19816,,,,0.01,,,,,,,,,,1.03,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, rice cakes, brown rice, buckwheat, unsalted",2500,19817,,,,0.02,,,,0.01,,,,,,1.11,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, rice cakes, brown rice, multigrain, unsalted",2500,19818,,,,0.01,,,,,,,,,,1.16,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, rice cakes, brown rice, sesame seed, unsalted",2500,19819,,,,0.01,,,,,,,,,,1.1,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, sesame sticks, wheat-based, unsalted",2500,19820,,,,0.07,,,,,,,,,,10.91,17.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, trail mix, regular, unsalted",2500,19821,,,,0.07,,0.17,,,,,,,,12.53,9.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, trail mix, regular, with chocolate chips, unsalted nuts and seeds",2500,19822,,,,0.07,,0.19,,,,,,,,13.54,11.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Potato chips, without salt, reduced fat",2500,19823,,,,0.5,,,,,,,,,,4.8,10.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, tortilla chips, low fat, unsalted",2500,19833,,,,0.005,,,,,,,,,,1.66,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frozen novelties, juice type, POPSICLE SCRIBBLERS",1900,19856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, tortilla chips, nacho-flavor, made with enriched masa flour",2500,19857,,,,0.1,,,,,,,,,,15.09,3.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Candies, sugar-coated almonds",1900,19858,,,,0.09,,,,,,,,,,12.078,3.904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cocoa, dry powder, hi-fat or breakfast, plain",1900,19859,,,,,,,,,,,,,,7.38,0.769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cocoa, dry powder, hi-fat or breakfast, processed with alkali",1900,19860,,,,,,,,,,,,,,7.38,0.769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Candies, soft fruit and nut squares",1900,19866,,,,,,0.019,,,,,,,,1.297,6.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ice creams, vanilla, fat free",1900,19867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sweeteners, tabletop, sucralose, SPLENDA packets",1900,19868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frozen novelties, No Sugar Added, FUDGESICLE pops",1900,19871,,,,0.011,,,,,,,,,,0.157,0.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frozen novelties, Fat Free FUDGESICLE bars",1900,19872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frozen novelties, ice type, sugar free, orange, cherry, and grape POPSICLE pops",1900,19873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frozen novelties, KLONDIKE, SLIM-A-BEAR Fudge Bar, 98% fat free, no sugar added",1900,19874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ice creams, BREYERS, All Natural Light Vanilla",1900,19875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ice creams, BREYERS, All Natural Light French Vanilla",1900,19876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ice creams, BREYERS, 98% Fat Free Vanilla",1900,19877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ice creams, BREYERS, All Natural Light Vanilla Chocolate Strawberry",1900,19878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ice creams, BREYERS, All Natural Light Mint Chocolate Chip",1900,19879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ice creams, BREYERS, No Sugar Added, Butter Pecan",1900,19880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ice creams, BREYERS, No Sugar Added, French Vanilla",1900,19881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ice creams, BREYERS, No Sugar Added, Vanilla",1900,19882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ice creams, BREYERS, No Sugar Added, Vanilla Fudge Twirl",1900,19883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ice creams, BREYERS, No Sugar Added, Vanilla Chocolate Strawberry",1900,19884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frozen novelties, KLONDIKE, SLIM-A-BEAR Vanilla Cone",1900,19885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frozen novelties, KLONDIKE, SLIM-A-BEAR Chocolate Cone",1900,19886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frozen novelties, KLONDIKE, SLIM-A-BEAR Vanilla Sandwich",1900,19887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frozen novelties, KLONDIKE, SLIM-A-BEAR Chocolate Sandwich",1900,19888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frozen novelties, KLONDIKE, SLIM-A-BEAR Mint Sandwich",1900,19889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frozen novelties, KLONDIKE, SLIM-A-BEAR, No Sugar Added, Stickless Bar",1900,19890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frozen novelties, No Sugar Added CREAMSICLE Pops",1900,19891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frozen novelties, Sugar Free, CREAMSICLE Pops",1900,19892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ice creams, BREYERS, All Natural Light French Chocolate",1900,19893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ice creams, BREYERS, 98% Fat Free Chocolate",1900,19894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ice creams, BREYERS, No Sugar Added, Chocolate Caramel",1900,19895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Candies, REESE's Fast Break, milk chocolate, peanut butter, soft nougats, candy bar",1900,19896,,0.006,0.017,0.034,,0.172,,,,,,,,8.104,4.241,0.023,0.022,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,
"Candies, MARS SNACKFOOD US, COCOAVIA Chocolate Covered Almonds",1900,19897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ice creams, regular, low carbohydrate, vanilla",1900,19898,,,,0.25,,,,,,,,,,3.17,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ice creams, regular, low carbohydrate, chocolate",1900,19899,,,,0.24,,,,,,,,,,3.21,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chocolate, dark, 45- 59% cacao solids",1900,19902,,0.054,0.019,0.113,,0.018,,,,,25,11,66,9.54,1.092,0.033,0.074,0.03,0.01,0.078,,0.024,,,0.027,,,0.103,9.312,0.947,,,,,0.088,0.024,,,0.085,,,,,,0.003,
"Chocolate, dark, 60-69% cacao solids",1900,19903,,0.062,0.013,0.116,,0.021,,,,,29,12,75,11.522,1.221,0.027,0.081,0.035,0.006,0.055,,0.017,,,0.017,,,0.11,11.318,1.091,,,,,0.061,0.017,,,0.088,,,,,,0.003,
"Chocolate, dark, 70-85% cacao solids",1900,19904,,0.068,0.004,0.106,,0.02,,,,,31,12,86,12.781,1.257,0.016,0.086,0.038,0.002,0.023,,0.005,,,0.004,,,0.104,12.629,1.208,,,,,0.025,0.005,,,0.034,,,,,,0.004,
"Candies, chocolate, dark, NFS (45-59% cacao solids 90%; 60-69% cacao solids 5%; 70-85% cacao solids 5%)",1900,19905,,0.055,0.018,0.113,,0.018,,,,,26,11,67,9.801,1.107,0.032,0.075,0.031,0.01,0.074,,0.023,,,0.025,,,0.103,9.579,0.967,,,,,0.084,0.023,,,0.083,,,,,,0.003,
"Sweeteners, for baking, brown, contains sugar and sucralose",1900,19906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sweeteners, for baking, contains sugar and sucralose",1900,19907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sugar, turbinado",1900,19908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sweeteners, sugar substitute, granulated, brown",1900,19909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Candies, crispy bar with peanut butter filling",1900,19910,,0.004,0.013,0.053,,0.113,,,,,,,,10.82,4.68,0.016,0.015,,,,,,,,,,,,,,,,0.004,,,,,,,,,,,,,
"Amaranth, uncooked",2000,20001,,0.018,,,,0.014,,,,24,,,,1.685,2.778,,,,,,,,,,,,,,,,,,,,,,,,0.042,,,,,,,
"Amaranth grain, cooked",2000,20002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrowroot flour,2000,20003,,,,,,,,,,,,,,0.002,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Barley, hulled",2000,20004,,,,0.006,,,,,,,,,,0.295,1.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Barley, pearled, raw",2000,20005,,,,0.003,,,,,,,,,,0.149,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Barley, pearled, cooked",2000,20006,,,,,,,,,,,,,,0.057,0.214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buckwheat,2000,20008,,,,0.023,,,,0.012,,,,,,1.04,1.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Buckwheat groats, roasted, dry",2000,20009,,,,0.018,,,,0.009,,,,,,0.828,0.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Buckwheat groats, roasted, cooked",2000,20010,,,,0.004,,,,0.002,,,,,,0.188,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Buckwheat flour, whole-groat",2000,20011,,,,0.021,,,,0.011,,,,,,0.949,0.949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bulgur, dry",2000,20012,,,,0.007,,,,,,,,,,0.173,0.541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bulgur, cooked",2000,20013,,,,,,,,,,,,,,0.031,0.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corn, yellow",2000,20014,,,,0.004,,,,,,,,,,1.251,2.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corn bran, crude",2000,20015,,,,,,,,,,,,,,0.243,0.421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corn flour, whole-grain, yellow",2000,20016,,,,0.003,,,,,,,,,,1.018,1.759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corn flour, masa, enriched, white",2000,20017,,,,0.003,,,,,,,,,,0.997,1.724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corn flour, degermed, unenriched, yellow",2000,20018,,,,0.004,,,,,,,,,,0.274,0.695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corn flour, masa, unenriched, white",2000,20019,,,,0.003,,,,,,,,,,0.997,1.724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cornmeal, whole-grain, yellow",2000,20020,,,,0.003,,,,,,,,,,0.948,1.638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cornmeal, degermed, enriched, yellow",2000,20022,,,,0.002,,,,,,,,,,0.299,0.634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cornmeal, self-rising, bolted, plain, enriched, yellow",2000,20023,,,,0.003,,,,,,,,,,0.897,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cornmeal, self-rising, bolted, with wheat flour added, enriched, yellow",2000,20024,,,,0.002,,,,,,,,,,0.751,1.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cornmeal, self-rising, degermed, enriched, yellow",2000,20025,,,,0.005,,,,,,,,,,0.429,0.739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornstarch,2000,20027,,,,,,,,,,,,,,0.016,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Couscous, dry",2000,20028,,,,0.002,,,,,,,,,,0.089,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Couscous, cooked",2000,20029,,,,,,,,,,,,,,0.022,0.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hominy, canned, white",2000,20030,,,,,,,,,,,,,,0.231,0.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Millet, raw",2000,20031,,,,0.014,,0.02,,,,,,,,0.773,2.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Millet, cooked",2000,20032,,,,0.003,,0.005,,,,,,,,0.184,0.508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oat bran, raw",2000,20033,,,,0.014,,,,,,,,,,2.376,2.766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oat bran, cooked",2000,20034,,,,0.002,,,,,,,,,,0.291,0.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quinoa, uncooked",2000,20035,0.047,0.03,,,,0.093,,0.083,,,,,,1.613,3.292,,,0.01,,,,,,,,0.017,,,,,,,,,,,,,,,,,,,,
"Rice, brown, long-grain, raw",2000,20036,,,,0.01,,,,,,,,,,1.056,1.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rice, brown, long-grain, cooked",2000,20037,,,,0.003,,,,,,,,,,0.327,0.323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oats,2000,20038,,,,0.013,,,,,,,,,,2.178,2.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rice, brown, medium-grain, raw",2000,20040,,,,0.01,,,,,,,,,,0.971,0.959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rice, brown, medium-grain, cooked",2000,20041,,,,0.003,,,,,,,,,,0.3,0.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rice, white, long-grain, regular, raw, enriched",2000,20044,,,,0.002,,,,,,,,,,0.206,0.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rice, white, long-grain, regular, cooked",2000,20045,,,,,,,,,,,,,,0.088,0.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rice, white, long-grain, parboiled, enriched, dry",2000,20046,,,,,,,,,,,,,,0.258,0.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rice, white, long-grain, parboiled, enriched, cooked",2000,20047,,,,,,,,,,,,,,0.074,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rice, white, long-grain, precooked or instant, enriched, dry",2000,20048,,,,,,,,,,,,,,0.144,0.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rice, white, long-grain, precooked or instant, enriched, prepared",2000,20049,,,,,,,,,,,,,,0.074,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rice, white, medium-grain, raw, enriched",2000,20050,,,,0.002,,,,,,,,,,0.181,0.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rice, white, medium-grain, cooked",2000,20051,,,,,,,,,,,,,,0.065,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rice, white, short-grain, raw",2000,20052,,,,0.002,,,,,,,,,,0.161,0.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rice, white, short-grain, cooked",2000,20053,,,,,,,,,,,,,,0.058,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rice, white, glutinous, raw",2000,20054,,,,0.002,,,,,,,,,,0.2,0.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rice, white, glutinous, cooked",2000,20055,,,,,,,,,,,,,,0.07,0.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rice, white, with pasta, dry",2000,20056,,,,0.002,,,,,,,,,,0.642,0.966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rice, white, with pasta, cooked",2000,20057,,,,,,,,,,,,,,1.119,0.947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rice, white, steamed, Chinese restaurant",2000,20058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rice bran, crude",2000,20060,,,,0.075,,,,,,,,,,7.549,7.459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rice flour, white",2000,20061,,,,0.005,,,,,,,,,,0.442,0.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rye,2000,20062,,,,0.007,,0.009,,,,,,,,0.208,0.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rye flour, dark",2000,20063,,,,0.01,,0.012,,,,,,,,0.284,1.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rye flour, medium",2000,20064,,,,0.006,,0.008,,,,,,,,0.189,0.695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rye flour, light",2000,20065,,,,0.005,,0.006,,,,,,,,0.158,0.584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Semolina, enriched",2000,20066,,,,,,,,,,,,,,0.124,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sorghum,2000,20067,,,,0.029,,,,,,,,,,0.993,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tapioca, pearl, dry",2000,20068,,,,,,,,,,,,,,0.005,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triticale,2000,20069,,,,0.018,,0.015,,,,,,,,0.211,0.913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Triticale flour, whole-grain",2000,20070,,,,0.016,,0.013,,,,,,,,0.183,0.794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wheat, hard red spring",2000,20071,,,,0.066,,,,,,,,,,0.303,0.765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wheat, hard red winter",2000,20072,,,,0.008,,,,,,,,,,0.2,0.627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wheat, soft red winter",2000,20073,,,,0.008,,,,,,,,,,0.178,0.656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wheat, hard white",2000,20074,,,,,,,,,,,,,,0.203,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wheat, soft white",2000,20075,,,,0.01,,,,,,,,,,0.227,0.837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wheat, durum",2000,20076,,,,0.009,,,,,,,,,,0.344,0.978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wheat bran, crude",2000,20077,,,,0.017,,,,,,,,,,0.637,2.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wheat germ, crude",2000,20078,,,,0.034,,,,,,,,,,1.365,6.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wheat flour, whole-grain",2000,20080,,,,,,0.01,,,,,,,,0.283,1.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wheat flour, white, all-purpose, enriched, bleached",2000,20081,,,,,,,,,,,,,,0.087,0.413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wheat flour, white, all-purpose, self-rising, enriched",2000,20082,,,,,,,,,,,,,,0.086,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wheat flour, white, bread, enriched",2000,20083,,,,0.005,,,,,,,,,,0.14,0.727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wheat flour, white, cake, enriched",2000,20084,,,,0.003,,,,,,,,,,0.073,0.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wheat flour, white, tortilla mix, enriched",2000,20086,,,,0.271,,,,,,,,,,4.541,1.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wheat, sprouted",2000,20087,,,,,,,,,,,,,,0.151,0.557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wild rice, raw",2000,20088,,,,,,,,,,,,,,0.159,0.676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wild rice, cooked",2000,20089,,,,,,,,,,,,,,0.05,0.213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rice flour, brown",2000,20090,,,,0.01,,,,,,,,,,1.008,0.996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pasta, corn, dry",2000,20091,,,,,,,,,,,,,,0.543,0.924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pasta, corn, cooked",2000,20092,,,,,,,,,,,,,,0.191,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pasta, fresh-refrigerated, plain, as purchased",2000,20093,,,,,,,,,,,,,,0.271,0.942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pasta, fresh-refrigerated, plain, cooked",2000,20094,,,,,,,,,,,,,,0.124,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pasta, fresh-refrigerated, spinach, as purchased",2000,20095,,,,0.063,,,,,,,,,,0.659,0.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pasta, fresh-refrigerated, spinach, cooked",2000,20096,,,,0.028,,,,,,,,,,0.296,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pasta, homemade, made with egg, cooked",2000,20097,0.004,,,0.03,,0.004,,,,1,,,,0.508,0.521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pasta, homemade, made without egg, cooked",2000,20098,,,,,,,,,,2,,,,0.187,0.508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macaroni, dry, enriched",2000,20099,,,,,,,,,,,,,,0.171,0.564,,,,,,,,,,,,,,0.171,,,,,,,,,,0.024,,,,,,,
"Macaroni, cooked, enriched",2000,20100,,,,,,,,,,,,,,0.131,0.319,,,,,,,,,,,,,,0.131,,,,,,,,,,0.024,,,,,,,
"Macaroni, protein-fortified, dry, enriched, (n x 5.70)",2000,20101,,,,,,,,,,,,,,0.271,0.986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macaroni, protein-fortified, cooked, enriched, (n x 5.70)",2000,20102,,,,,,,,,,,,,,0.026,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macaroni, vegetable, dry, enriched",2000,20105,,,,,,,,,,,,,,0.12,0.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macaroni, vegetable, cooked, enriched",2000,20106,,,,,,,,,,,,,,0.012,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macaroni, whole-wheat, dry",2000,20107,,,,0.005,,,,,,,,,,0.195,0.556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macaroni, whole-wheat, cooked",2000,20108,,,,0.002,,,,,,,,,,0.075,0.213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Noodles, egg, dry, enriched",2000,20109,,,,0.073,,0.016,,,,,,,,1.252,1.331,,0.007,,,,,,,,,,0.007,,,,,,,,,,,,0.058,,,,,,,
"Noodles, egg, cooked, enriched",2000,20110,,,,0.045,,,,,,,,,,0.581,0.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Noodles, egg, spinach, dry, enriched",2000,20111,,,,0.137,,0.003,,,,,,,,1.43,1.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Noodles, egg, spinach, cooked, enriched",2000,20112,,,,0.047,,,,,,,,,,0.493,0.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Noodles, chinese, chow mein",2000,20113,,,,0.057,,0.057,,,,,,,,7.689,17.331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Noodles, japanese, soba, dry",2000,20114,,,,0.004,,,,,,,,,,0.185,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Noodles, japanese, soba, cooked",2000,20115,,,,,,,,,,,,,,0.026,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Noodles, japanese, somen, dry",2000,20116,,,,,,,,,,,,,,0.095,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
